,homograph,simalign_fr,fr-label,en,fr,inter_align
30,reading,lecture,reading_en,"['Mr', 'President', ',', 'I', 'enjoyed', 'this', 'debate', ',', 'as', 'I', 'enjoyed', 'reading', 'Mr', 'Macartney', ""'s"", 'report', ',', 'but', ',', 'certainly', ',', 'attendance', 'here', 'was', 'worthwhile', 'to', 'hear', 'the', 'appeal', 'made', 'by', 'Mr', 'von', 'Habsburg', 'and', 'the', 'response', 'of', 'the', 'House', '.', '']","['', 'Monsieur', 'le', 'Président', ',', ""j'"", 'ai', 'apprécié', 'ce', 'débat', 'tout', 'comme', ""j'"", 'ai', 'apprécié', 'la', 'lecture', 'du', 'rapport', 'de', 'M.', 'Macartney', '.', ""L'"", 'assistance', 'a', 'sans', 'aucun', 'doute', 'écouté', 'avec', 'intérêt', ""l'"", 'appel', 'lancé', 'par', 'M.', 'von', 'Habsburg', 'et', 'la', 'réponse', 'de', ""l'"", 'Assemblée', '.\n']","[(0, 1), (1, 3), (2, 4), (3, 5), (4, 7), (5, 8), (6, 9), (7, 10), (8, 11), (9, 12), (10, 14), (11, 16), (12, 20), (13, 21), (14, 17), (15, 18), (18, 26), (21, 24), (23, 25), (26, 29), (27, 32), (28, 33), (29, 34), (30, 35), (31, 36), (32, 37), (33, 38), (34, 39), (35, 40), (36, 41), (37, 42), (38, 43), (39, 44), (40, 45)]"
31,present,présente,present_adj-nou,"['The', 'European', 'Union', ""'s"", 'energy', 'supply', 'will', 'be', 'a', 'central', 'issue', 'over', 'the', 'coming', 'years', 'and', 'decades', ',', 'one', 'that', 'will', 'be', 'ever', '-', 'present', 'and', 'will', 'demand', 'our', 'attention', '.', '']","['', ""L'"", 'approvisionnement', 'énergétique', 'de', ""l'"", 'Union', 'européenne', 'sera', 'une', 'question', 'centrale', 'continuellement', 'présente', 'et', 'qui', 'exigera', 'toute', 'notre', 'attention', 'dans', 'les', 'années', 'et', 'décennies', 'à', 'venir', '.\n']","[(0, 1), (1, 7), (2, 6), (4, 3), (5, 3), (6, 8), (8, 9), (9, 11), (10, 10), (11, 20), (12, 21), (14, 22), (15, 23), (19, 15), (23, 12), (24, 13), (25, 14), (26, 16), (27, 16), (28, 18), (29, 19), (30, 27)]"
32,reading,lecture,reading_en,"['Firstly', ',', 'it', 'should', 'be', 'recognized', 'that', ',', 'as', 'with', 'the', 'electricity', 'case', ',', 'we', 'find', 'in', 'it', 'the', 'main', 'essentials', 'of', 'what', 'Parliament', 'voted', 'for', 'at', 'the', 'first', 'reading', 'in', 'November', '1993', '.', '']","['', 'Tout', ""d'"", 'abord', 'il', 'faut', 'reconnaître', 'que', 'nous', 'y', 'retrouvons', ',', 'comme', 'dans', 'le', 'dossier', '«', 'électricité', '»', ',', ""l'"", 'essentiel', 'de', 'ce', 'que', 'le', 'Parlement', 'européen', 'avait', 'voté', 'en', 'première', 'lecture', 'dès', 'le', 'mois', 'de', 'novembre', '1993', '.\n']","[(0, 3), (2, 4), (3, 5), (5, 6), (6, 7), (7, 11), (8, 12), (9, 13), (10, 14), (11, 17), (12, 15), (13, 19), (14, 8), (15, 10), (17, 9), (18, 20), (20, 21), (21, 22), (22, 24), (23, 26), (24, 29), (28, 31), (29, 32), (30, 33), (31, 37), (32, 38), (33, 39)]"
33,present,actuelle,present_adj-nou,"['It', 'is', 'not', 'enough', 'for', 'the', 'present', 'Commission', 'to', 'acknowledge', 'the', 'errors', 'of', 'the', 'old', 'Commission', 'without', 'finding', 'a', 'solution', '.', '']","['', 'Il', 'ne', 'suffit', 'pas', 'que', 'la', 'Commission', 'actuelle', 'reconnaisse', 'les', 'erreurs', 'de', ""l'"", 'ancienne', 'Commission', 'mais', 'ne', 'trouve', 'aucune', 'solution', '.\n']","[(0, 1), (2, 4), (4, 5), (5, 6), (6, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 18), (18, 19), (19, 20), (20, 21)]"
34,reading,lecture,reading_en,"['The', 'fact', 'that', 'agreement', 'has', 'been', 'reached', 'at', 'first', 'reading', 'confirms', 'the', 'will', 'of', 'the', 'institutions', 'to', 'deal', 'directly', 'with', 'the', 'problems', 'created', 'by', 'unsustainable', 'consumption', 'and', 'production', '.', '']","['', 'Le', 'fait', ""qu'"", 'un', 'accord', 'ait', 'été', 'dégagé', 'en', 'première', 'lecture', 'confirme', 'la', 'volonté', 'des', 'institutions', 'de', ""s'"", 'attaquer', 'directement', 'aux', 'problèmes', 'engendrés', 'par', 'la', 'consommation', 'et', 'la', 'production', 'non', 'durables', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (14, 15), (15, 16), (16, 17), (17, 19), (18, 20), (19, 21), (21, 22), (22, 23), (23, 24), (24, 30), (24, 31), (25, 26), (26, 27), (27, 29), (28, 32)]"
35,present,présentent,present_vrb,"['If', 'new', 'Commissioners', 'are', 'appointed', 'during', 'the', 'mandate', 'of', 'the', 'Commission', ',', 'I', 'will', 'ensure', ',', 'together', 'with', 'the', 'President', 'of', 'the', 'Parliament', ',', 'that', 'they', 'present', 'themselves', 'immediately', 'to', 'Parliament', '.', '']","['', 'Si', 'de', 'nouveaux', 'commissaires', 'sont', 'désignés', 'durant', 'le', 'mandat', 'de', 'la', 'Commission', ',', 'je', 'veillerai', ',', 'avec', 'le', 'président', 'du', 'Parlement', ',', 'à', 'ce', 'que', 'ceux', '-', 'ci', 'se', 'présentent', 'immédiatement', 'au', 'Parlement', '.\n']","[(0, 1), (1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 15), (15, 16), (17, 17), (18, 18), (19, 19), (20, 20), (22, 21), (23, 22), (24, 25), (25, 26), (26, 30), (27, 29), (28, 31), (29, 32), (30, 33), (31, 34)]"
36,present,actuel,present_adj-nou,"['That', 'is', 'why', 'we', 'should', 'recommend', 'retaining', 'the', 'present', 'system', 'for', 'assessing', 'residues', 'individually', '.', '']","['', 'Il', 'est', 'donc', 'conseillé', 'de', 'conserver', 'le', 'système', 'actuel', 'pour', 'évaluer', 'les', 'résidus', 'individuellement', '.\n']","[(0, 3), (3, 1), (6, 6), (7, 7), (8, 9), (9, 8), (10, 10), (11, 11), (12, 13), (13, 14), (14, 15)]"
37,reading,lecture,reading_en,"['Therefore', ',', 'we', 'can', 'not', 'support', 'Parliament', ""'s"", 'position', 'at', 'second', 'reading', '.', 'However', ',', 'this', 'does', 'not', 'prejudice', 'our', 'position', 'on', 'the', 'Lax', 'report', 'on', 'the', 'visa', 'code', '.', '']","['', 'Nous', 'ne', 'pouvons', 'donc', 'pas', 'soutenir', 'la', 'position', 'du', 'Parlement', 'en', 'deuxième', 'lecture', ',', 'ce', 'qui', 'ne', 'change', 'toutefois', 'rien', 'à', 'notre', 'position', 'sur', 'le', 'rapport', 'Lax', 'relatif', 'au', 'code', 'des', 'visas', '.\n']","[(0, 4), (2, 1), (3, 3), (4, 5), (5, 6), (6, 10), (7, 7), (8, 8), (9, 11), (10, 12), (11, 13), (12, 14), (13, 19), (15, 16), (17, 17), (18, 18), (19, 22), (20, 23), (21, 24), (22, 25), (23, 27), (24, 26), (27, 32), (28, 30), (29, 33)]"
38,present,présente,present_adj-nou,"['I', 'support', 'the', 'request', 'for', 'the', 'Commission', 'to', 'present', 'a', 'study', 'every', 'five', 'years', 'on', 'the', 'added', 'value', 'of', 'each', 'agency', 'and', 'not', 'to', 'hesitate', 'to', 'close', 'an', 'agency', 'if', 'the', 'analysis', 'concludes', 'that', 'it', 'is', 'not', 'useful', '.', '']","['', 'Je', 'soutiens', 'la', 'demande', 'à', 'la', 'Commission', 'pour', ""qu'"", 'elle', 'présente', 'tous', 'les', 'cinq', 'ans', 'une', 'étude', 'sur', 'la', 'valeur', 'ajoutée', 'de', 'chaque', 'agence', 'et', ""qu'"", 'elle', 'ferme', 'les', 'agences', 'inutiles', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 11), (9, 16), (10, 17), (11, 12), (12, 14), (13, 15), (14, 18), (15, 19), (17, 20), (18, 22), (19, 23), (20, 24), (21, 25), (26, 28), (29, 26), (33, 26), (34, 27), (36, 31), (37, 31), (38, 32)]"
39,produce,produire,produce_vrb,"['To', 'put', 'it', 'quite', 'simply', ':', 'both', 'countries', 'can', 'of', 'course', 'offer', 'fertiliser', 'at', 'low', 'prices', 'because', 'they', 'know', 'that', 'the', 'energy', 'required', 'to', 'produce', 'fertiliser', 'is', 'particularly', 'high', 'and', 'they', 'apply', 'different', 'prices', 'for', 'exported', 'energy', 'and', 'for', 'energy', 'used', 'in', 'their', 'own', 'country', '.', '']","['', 'Pour', 'faire', 'simple', ',', 'ces', 'deux', 'pays', 'ont', 'la', 'possibilité', ""d'"", 'offrir', 'des', 'engrais', 'à', 'bas', 'prix', 'parce', ""qu'"", 'ils', 'savent', ""qu'"", 'il', 'faut', 'beaucoup', ""d'"", 'énergie', 'pour', 'produire', 'de', ""l'"", 'engrais', 'et', ""qu'"", 'ils', 'appliquent', 'des', 'tarifs', 'différents', 'selon', 'que', ""l'"", 'énergie', 'est', 'exportée', 'ou', 'utilisée', 'sur', 'leur', 'propre', 'territoire', '.\n']","[(0, 1), (3, 3), (5, 4), (6, 6), (7, 7), (8, 8), (9, 9), (11, 12), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 20), (18, 21), (19, 22), (20, 42), (21, 27), (23, 28), (24, 29), (25, 32), (26, 44), (29, 33), (30, 35), (31, 36), (32, 39), (35, 45), (39, 43), (40, 47), (41, 48), (42, 49), (43, 50), (44, 51), (45, 52)]"
40,present,actuels,present_adj-nou,"['I', 'would', 'like', 'to', 'ask', 'you', 'all', 'to', 'give', 'attention', 'in', 'your', 'speeches', ',', 'too', ',', 'to', 'how', 'Parliament', 'can', 'contribute', 'to', 'solving', 'the', 'present', 'problems', '.', '']","['', 'Je', 'voudrais', 'vous', 'demander', 'à', 'tous', 'de', 'vous', 'attacher', ',', 'dans', 'vos', 'interventions', ',', 'à', 'la', 'manière', 'dont', 'le', 'Parlement', 'peut', 'participer', 'à', 'la', 'résolution', 'des', 'problèmes', 'actuels', '.\n']","[(0, 1), (1, 2), (4, 4), (5, 3), (6, 6), (7, 7), (8, 9), (9, 9), (10, 11), (11, 12), (12, 13), (13, 10), (15, 14), (16, 15), (17, 18), (18, 20), (19, 21), (20, 22), (21, 23), (22, 25), (23, 26), (24, 28), (25, 27), (26, 29)]"
41,lead,arrivent,lead_nou-vrb,"['All', 'kinds', 'of', 'analyses', ',', 'all', 'forecasts', 'lead', 'to', 'the', 'certain', 'conclusion', 'that', 'energy', 'dependency', 'on', 'external', 'supply', 'will', 'increase', 'significantly', '.', '']","['', 'Toutes', 'les', 'analyses', 'et', 'prévisions', 'arrivent', 'à', 'la', 'conclusion', 'que', 'la', 'dépendance', 'énergétique', 'vis-à-vis', 'de', ""l'"", 'extérieur', ""s'"", 'accroîtra', 'sensiblement', '.\n']","[(0, 1), (2, 2), (3, 3), (6, 5), (7, 6), (8, 7), (9, 8), (11, 9), (12, 10), (14, 12), (15, 15), (16, 17), (18, 19), (19, 19), (20, 20), (21, 21)]"
42,present,actuelle,present_adj-nou,"['It', 'is', 'a', 'coherent', 'policy', 'document', 'and', 'should', ',', 'therefore', ',', 'be', 'maintained', 'in', 'its', 'present', 'form', '.', '']","['', 'Il', ""s'"", 'agit', ""d'"", 'un', 'document', 'politique', 'cohérent', 'qui', 'devrait', 'dès', 'lors', 'être', 'conservé', 'sous', 'sa', 'forme', 'actuelle', '.\n']","[(0, 1), (2, 5), (3, 8), (4, 7), (5, 6), (6, 9), (7, 10), (9, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 18), (16, 17), (17, 19)]"
43,invite,inviter,invite_vrb,"['(', 'NL', ')', 'Madam', 'President', ',', 'President', '-', 'in', '-', 'Office', 'of', 'the', 'Council', ',', 'just', 'a', 'few', 'weeks', 'ago', 'you', 'thought', 'it', 'premature', 'to', 'invite', 'the', 'Belarusian', 'Foreign', 'Minister', ',', 'Sergei', 'Martynov', ',', 'to', 'Paris', '.', '']","['', '(', 'NL', ')', 'Madame', 'la', 'Présidente', ',', 'Monsieur', 'le', 'Président', 'en', 'exercice', 'du', 'Conseil', ',', 'il', 'y', 'a', 'à', 'peine', 'quelques', 'semaines', ',', 'vous', 'jugiez', 'prématuré', ""d'"", 'inviter', 'le', 'ministre', 'des', 'affaires', 'étrangères', 'bélarussien', ',', 'M.', 'Martinov', ',', 'à', 'Paris', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (5, 7), (6, 10), (8, 11), (10, 12), (11, 13), (13, 14), (14, 15), (15, 16), (17, 21), (18, 22), (20, 24), (21, 25), (23, 26), (24, 27), (25, 28), (26, 29), (27, 34), (29, 30), (30, 35), (31, 36), (32, 37), (33, 38), (34, 39), (35, 40), (36, 41)]"
44,lives,vivent,lives_vrb,"['Madam', 'President', ',', 'Commissioner', ',', 'ladies', 'and', 'gentlemen', ',', 'mountain', 'regions', 'account', 'for', '30', '%', 'of', 'the', 'surface', 'area', 'of', 'the', 'Community', 'of', 'Fifteen', ',', 'and', '10', '%', 'of', 'the', 'population', 'lives', 'in', 'mountain', 'regions', '.', '']","['', 'Madame', 'la', 'Présidente', ',', 'Madame', 'la', 'Commissaire', ',', 'chers', 'collègues', ',', 'les', 'régions', 'de', 'montagne', 'couvrent', 'plus', 'de', '30', '%', 'de', 'la', 'superficie', 'de', ""l'"", 'Europe', 'des', 'Quinze', 'et', '10', '%', 'de', 'la', 'population', 'européenne', 'vivent', 'dans', 'ces', 'régions', '.\n']","[(0, 1), (1, 3), (2, 4), (3, 7), (4, 8), (7, 7), (8, 11), (9, 15), (10, 13), (11, 16), (13, 19), (14, 20), (15, 21), (16, 22), (18, 23), (19, 24), (20, 25), (21, 26), (22, 27), (23, 28), (25, 29), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34), (31, 36), (32, 37), (34, 39), (35, 40)]"
45,lead,suscitera,lead_nou-vrb,"['In', 'our', 'opinion', ',', 'the', 'proposed', 'solution', 'will', 'lead', 'to', 'much', 'better', 'development', 'of', 'the', 'technical', 'and', 'economic', 'communication', 'elements', '.', '']","['', 'Nous', 'pensons', 'que', 'la', 'solution', 'proposée', 'suscitera', 'un', 'développement', 'nettement', 'meilleur', 'des', 'éléments', 'techniques', 'et', 'économiques', 'de', 'communication', '.\n']","[(1, 1), (3, 3), (4, 4), (5, 6), (6, 5), (7, 7), (8, 7), (10, 8), (11, 11), (12, 9), (13, 12), (15, 14), (16, 15), (17, 16), (18, 18), (19, 13), (20, 19)]"
47,reading,lecture,reading_en,"['For', 'this', 'reason', ',', 'I', 'hope', 'that', 'this', 'matter', 'will', 'be', 'quickly', 'brought', 'to', 'a', 'conclusion', 'at', 'second', 'reading', '.', '']","['', 'C’', 'est', 'pourquoi', 'j’', 'espère', 'que', 'nous', 'parviendrons', 'rapidement', 'à', 'conclure', 'ce', 'dossier', 'en', 'deuxième', 'lecture', '.\n']","[(1, 2), (2, 3), (4, 7), (5, 5), (6, 6), (7, 12), (8, 13), (9, 8), (10, 8), (11, 9), (16, 14), (17, 15), (18, 16), (19, 17)]"
48,lead,entraîner,lead_nou-vrb,"['The', 'huge', 'imbalances', 'that', 'still', 'exist', 'between', 'European', 'countries', 'and', 'regions', 'can', ',', 'moreover', ',', 'lead', 'to', 'major', 'differences', 'in', 'the', 'quality', 'and', 'amount', 'of', 'aid', '.', '']","['', 'Les', 'importants', 'déséquilibres', 'qui', 'existent', 'toujours', 'entre', 'les', 'régions', 'et', 'pays', 'européens', 'peuvent', 'en', 'outre', 'entraîner', 'des', 'différences', 'importantes', 'dans', 'la', 'qualité', 'et', 'le', 'volume', 'de', 'l’', 'aide', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (5, 5), (6, 7), (7, 12), (9, 10), (10, 9), (11, 13), (12, 14), (13, 15), (15, 16), (17, 19), (18, 18), (19, 20), (20, 21), (21, 22), (22, 23), (23, 25), (24, 26), (25, 28), (26, 29)]"
50,live,vivons,live_vrb,"['This', 'is', 'not', 'a', 'question', 'of', 'individual', 'insurance', 'and', 'actuarial', 'calculations', ',', 'but', 'of', 'human', 'rights', 'appropriate', 'to', 'the', 'times', 'in', 'which', 'we', 'live', '.', '']","['', 'Il', 'ne', ""s'"", 'agit', 'pas', ""d'"", 'une', 'question', ""d'"", 'assurances', 'individuelles', 'et', 'de', 'calculs', 'actuariels', ',', 'mais', 'de', 'droits', 'de', ""l'"", 'homme', 'à', 'la', 'mesure', 'des', 'temps', 'que', 'nous', 'vivons', '.\n']","[(0, 1), (1, 4), (2, 5), (3, 7), (4, 8), (5, 9), (6, 11), (7, 10), (8, 12), (9, 15), (10, 14), (10, 15), (11, 16), (12, 17), (13, 18), (14, 22), (15, 19), (17, 23), (18, 26), (19, 27), (21, 28), (22, 29), (23, 30), (24, 31)]"
51,live,vivent,live_vrb,"['We', 'state', 'that', 'we', 'want', 'a', 'higher', 'birth', 'rate', ',', 'but', '30', '%', 'of', 'children', 'already', 'born', 'live', 'below', 'the', 'poverty', 'line', '.', '']","['', 'Nous', 'disons', 'vouloir', 'un', 'taux', 'de', 'natalité', 'plus', 'élevé', ',', 'mais', '30', '%', 'des', 'enfants', 'qui', 'naissent', 'actuellement', 'vivent', 'déjà', 'sous', 'le', 'seuil', 'de', 'pauvreté', '.\n']","[(0, 1), (1, 2), (4, 3), (5, 4), (6, 8), (7, 7), (8, 5), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 20), (16, 17), (17, 19), (18, 21), (19, 22), (20, 25), (21, 25), (22, 26)]"
52,close,fermer,close_vrb,"['The', 'Iranian', 'supreme', 'leader', ',', 'in', 'an', 'official', 'announcement', 'at', 'the', 'end', 'of', 'February', ',', 'asked', 'the', 'visiting', 'Iraqi', 'President', 'to', 'implement', 'the', 'mutual', 'agreement', 'to', 'close', 'down', 'Camp', 'Ashraf', 'and', 'expel', 'all', 'its', 'residents', 'from', 'Iraq', '.', '']","['', 'Le', 'dirigeant', 'suprême', 'iranien', ',', 'dans', 'un', 'communiqué', 'officiel', 'fin', 'février', ',', 'a', 'demandé', 'au', 'président', 'irakien', 'en', 'visite', ""d'"", 'appliquer', ""l'"", 'accord', 'mutuel', 'visant', 'à', 'faire', 'fermer', 'le', 'camp', ""d'"", 'Ashraf', 'et', 'à', 'expulser', ""d'"", 'Irak', 'tous', 'ses', 'résidents', '.\n']","[(0, 1), (2, 3), (3, 2), (4, 5), (5, 6), (6, 7), (7, 9), (11, 10), (13, 11), (14, 12), (15, 14), (16, 15), (18, 4), (19, 16), (20, 20), (21, 21), (22, 22), (24, 23), (25, 25), (26, 28), (27, 28), (28, 30), (29, 32), (30, 33), (31, 35), (32, 38), (33, 39), (34, 40), (35, 36), (36, 37), (37, 41)]"
53,resume,faire,resume_vrb,"['We', 'hope', 'to', 'be', 'able', 'to', 'resume', 'the', 'dialogue', '–', 'which', 'we', 'also', 'hope', 'will', 'be', 'meaningful', 'and', 'beneficial', '–', 'even', 'before', 'the', 'end', 'of', 'the', 'Austrian', 'Presidency', '.', '']","['', 'Nous', 'espérons', 'pouvoir', 'le', 'faire', '\xa0', '-', 'et', 'nous', 'espérons', 'également', 'que', 'ce', 'sera', 'utile', 'et', 'bénéfique', '\xa0', '-', 'encore', 'avant', 'la', 'fin', 'de', 'la', 'présidence', 'autrichienne', '.\n']","[(0, 1), (1, 2), (5, 3), (6, 5), (10, 8), (11, 9), (12, 11), (15, 14), (16, 15), (17, 16), (18, 17), (20, 20), (21, 21), (22, 22), (23, 23), (24, 24), (25, 25), (26, 27), (27, 26), (27, 27), (28, 28)]"
54,invite,inviter,invite_vrb,"['Mr', 'President', ',', 'could', 'I', 'perhaps', 'invite', 'the', 'rapporteur', 'to', 'present', 'his', 'oral', 'amendment', 'to', '335', '?', '']","['', 'Monsieur', 'le', 'Président', ',', 'peut-être', 'pourrais', '-je', 'inviter', 'le', 'rapporteur', 'à', 'exposer', 'son', 'amendement', 'oral', 'concernant', 'le', '335', '.\n']","[(0, 1), (1, 3), (2, 4), (4, 7), (5, 5), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 15), (13, 14), (14, 17), (15, 18), (16, 19)]"
55,present,inviter,present_vrb,"['Mr', 'President', ',', 'could', 'I', 'perhaps', 'invite', 'the', 'rapporteur', 'to', 'present', 'his', 'oral', 'amendment', 'to', '335', '?', '']","['', 'Monsieur', 'le', 'Président', ',', 'peut-être', 'pourrais', '-je', 'inviter', 'le', 'rapporteur', 'à', 'exposer', 'son', 'amendement', 'oral', 'concernant', 'le', '335', '.\n']","[(0, 1), (1, 3), (2, 4), (4, 7), (5, 5), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 15), (13, 14), (14, 17), (15, 18), (16, 19)]"
56,lead,aboutirait,lead_nou-vrb,"['Recently', ',', 'studies', 'have', 'been', 'published', 'showing', 'that', 'merely', 'solving', 'the', 'water', 'problem', 'could', 'even', 'make', 'the', 'situation', 'as', 'a', 'whole', 'worse', 'if', 'it', 'causes', 'population', 'growth', 'to', 'accelerate', ',', 'which', 'would', 'lead', 'to', 'food', 'shortages', '.', '']","['', 'Des', 'études', 'récentes', 'démontrent', 'en', 'effet', 'qu’', 'une', 'solution', 'se', 'limitant', 'au', 'problème', 'de', 'l’', 'eau', 'pourrait', 'même', 'aggraver', 'la', 'situation', 'globale', 'si', 'elle', 'contribue', 'à', 'accélérer', 'la', 'croissance', 'démographique', ',', 'ce', 'qui', 'aboutirait', 'à', 'des', 'pénuries', 'de', 'vivres', '.\n']","[(0, 3), (2, 2), (6, 4), (7, 7), (8, 10), (11, 16), (12, 13), (13, 17), (14, 18), (15, 19), (16, 20), (17, 21), (22, 23), (23, 24), (24, 25), (26, 29), (27, 26), (28, 27), (29, 31), (30, 33), (31, 34), (32, 34), (33, 35), (34, 39), (35, 37), (36, 40)]"
58,read,lu,read_past,"['(', 'DE', ')', 'Mr', 'President', ',', 'Prime', 'Minister', 'Leterme', ',', 'when', ',', 'six', 'months', 'ago', ',', 'the', 'Members', 'of', 'this', 'House', 'had', 'so', 'many', 'questions', 'about', 'the', 'Belgian', 'Presidency', 'and', 'when', 'we', 'had', 'read', 'the', 'programme', ',', 'many', 'Members', 'were', 'still', 'full', 'of', 'doubt', '.', '']","['', '(', 'DE', ')', 'Monsieur', 'le', 'Président', ',', 'Monsieur', 'le', 'Premier', 'ministre', 'Leterme', ',', 'il', 'y', 'a', 'six', 'mois', ""d'"", 'ici', ',', 'les', 'députés', 'de', 'ce', 'Parlement', 'se', 'posaient', 'de', 'nombreuses', 'questions', 'à', 'propos', 'de', 'la', 'Présidence', 'belge', 'et', ',', 'après', 'avoir', 'lu', 'votre', 'programme', ',', 'bon', 'nombre', ""d'"", 'entre', 'eux', 'éprouvaient', 'toujours', 'des', 'doutes', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (5, 7), (6, 10), (7, 11), (8, 12), (9, 13), (10, 14), (11, 39), (12, 17), (13, 18), (14, 20), (15, 21), (16, 22), (17, 23), (18, 24), (19, 25), (20, 26), (21, 28), (23, 30), (24, 31), (25, 33), (26, 35), (27, 37), (28, 36), (29, 38), (30, 40), (31, 43), (32, 41), (33, 42), (35, 44), (36, 45), (37, 47), (39, 51), (40, 52), (42, 53), (43, 54), (44, 55)]"
61,produce,assurer,produce_vrb,"['It', 'would', 'send', 'the', 'wrong', 'message', 'to', 'the', 'people', 'to', 'say', 'that', 'reducing', 'working', 'hours', 'is', 'going', 'to', 'produce', 'full', 'employment', '.', '']","['', 'Ce', 'serait', 'envoyer', 'un', 'message', 'erroné', 'à', 'la', 'population', 'de', 'dire', 'que', 'la', 'réduction', 'du', 'temps', 'de', 'travail', 'nous', 'permettra', ""d'"", 'assurer', 'le', 'plein', 'emploi', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (5, 5), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (15, 20), (17, 21), (18, 22), (19, 24), (20, 25), (21, 26)]"
